"نام کالا",نماد,تالار,"تولید کننده","نوع قرارداد","قیمت پایانی میانگین   موزون","ارزش معامله (هزارریال)","پایین ترین",بالاترین,"قیمت پایه عرضه","حجم عرضه",تقاضا,"حجم قرارداد",واحد,"تاریخ معامله","عرضه کننده",کارگزار,"نوع ارز"
"پلی اتیلن سنگین تزریقی 62N07UV",LOR-HD62N07UVPP-00,"تالار پتروشیمی","پتروشیمی لرستان",نقدی,"255,570","239,213,520","255,570","255,570","255,570","1,800",960,936,تن,1401/11/11,"پتروشیمی لرستان","سهم آشنا",ریال
"پلی اتیلن ترفتالات بطری BG785",PTC-PETBG785J-00,"تالار پتروشیمی","پتروشیمی تندگویان",سلف,"400,098","994,642,902","396,888","405,409","288,668","2,486","3,564","2,486",تن,1401/11/11,"پتروشیمی شهید تندگویان",پارسیان,ریال
"پلی اتیلن سبک خطی 0209AA",PAM-LLD0209AAJ-00,"تالار پتروشیمی","پتروشیمی امیرکبیر",نقدی,"311,501","529,552,290","309,999","316,789","286,687","1,700","2,910","1,700",تن,1401/11/11,"پتروشیمی امیرکبیر","بانک رفاه کارگران",ریال
"اکریلونیتریل بوتادین استایرن 0150",TABC-ABSSD0150PP-00,"تالار پتروشیمی","پتروشیمی تبریز",نقدی,"558,015","306,908,015","556,200","561,899","540,000",550,720,550,تن,1401/11/11,"پتروشیمی تبریز","آرمون بورس",ریال
"استایرن بوتادین رابر روشن 1502",IPC-LSBR1502RWP-00,"تالار پتروشیمی","پتروشیمی بندرامام",نقدی,"418,413","92,787,266.88","418,413","418,413","418,413",241.92,221.76,221.76,تن,1401/11/11,"پتروشیمی بندر امام",شهر,ریال
"پلی اتیلن سبک فیلم 2100TN00",LPC-LD2100TN00RP-00,"تالار پتروشیمی","پتروشیمی لاله",نقدی,"375,997","41,359,670","367,889","385,999","305,269",110,264,110,تن,1401/11/11,"پتروشیمی لاله",مفید,ریال
"پلی اتیلن ترفتالات بطری BG821",PTC-PETBG821J-00,"تالار پتروشیمی","پتروشیمی تندگویان",سلف,"425,134","851,118,334","422,519","429,899","308,463","2,002","3,564","2,002",تن,1401/11/11,"پتروشیمی شهید تندگویان",پارسیان,ریال
"پلی اتیلن سنگین دورانی 3840UA",LOR-MD3840UAWP-00,"تالار پتروشیمی","پتروشیمی لرستان",نقدی,"306,268","73,504,224","305,989","306,899","272,874",240,600,240,تن,1401/11/11,"پتروشیمی لرستان","سهم آشنا",ریال
"پلی اتیلن سبک خطی 0220AA",TABC-LL0220AAPP-00,"تالار پتروشیمی","پتروشیمی تبریز",نقدی,"296,279","39,108,762","295,678","296,879","286,687",132,187,132,تن,1401/11/11,"پتروشیمی تبریز","آرمون بورس",ریال
"پلی اتیلن سبک خطی 0209AA",SHPC-LLD0209AAPP-00,"تالار پتروشیمی","پتروشیمی شازند",سلف,"306,357","398,264,520","304,999","308,879","286,687","1,300","1,980","1,300",تن,1401/11/11,"پتروشیمی شازند","بانک ملی",ریال
"پلی اتیلن سنگین بادی 0035",IPC-HDHB0035PP-00,"تالار پتروشیمی","پتروشیمی بندرامام",نقدی,"257,301","441,528,890","255,019","260,198","248,198","1,716","2,244","1,716",تن,1401/11/11,"پتروشیمی بندر امام",مفید,ریال
"پلی اتیلن سبک فیلم 0075",IPC-LDLH0075PP-00,"تالار پتروشیمی","پتروشیمی بندرامام",سلف,"316,650","411,645,100","313,999","318,999","281,169","1,300","2,360","1,300",تن,1401/11/11,"پتروشیمی بندر امام","بانک تجارت",ریال
"استایرن بوتادین رابر تیره 1712",TJPC-DSBR1712RWP-00,"تالار پتروشیمی","پتروشیمی تخت جمشید",نقدی,"412,817","432,764,317.44","412,817","412,817","412,817","1,512","1,048.32","1,048.32",تن,1401/11/11,"صنایع پتروشیمی تخت جمشید",مفید,ریال
"پلی اتیلن سبک تزریقی 1922T",LPC-LDEP1922TRP-00,"تالار پتروشیمی","پتروشیمی لاله",نقدی,"318,598","56,073,270","315,959","321,111","289,202",176,352,176,تن,1401/11/11,"پتروشیمی لاله",مفید,ریال
"پلی اتیلن سنگین اکستروژن 7700M",ILPE-HDPE7700MWP-00,"تالار پتروشیمی","پتروشیمی ایلام",نقدی,"323,910","256,536,720","323,910","323,910","323,910","1,518",858,792,تن,1401/11/11,"پتروشیمی ایلام",آگاه,ریال
"پلی اتیلن سنگین لوله CRP100N",JPC-HDCRP100NPP-00,"تالار پتروشیمی","پتروشیمی جم",سلف,"335,115","1,076,389,930","333,960","336,999","323,910","3,212","4,114","3,212",تن,1401/11/11,"پتروشیمی جم","صبا جهاد",ریال
"پلی اتیلن سبک فیلم 0200",IPC-LDLF0200PP-00,"تالار پتروشیمی","پتروشیمی بندرامام",سلف,"288,530","230,823,660","286,898","290,200","281,169",800,"1,240",800,تن,1401/11/11,"پتروشیمی بندر امام","بانک تجارت",ریال
"پلی اتیلن سنگین فیلم F7000",ILPE-HD7000FWP-00,"تالار پتروشیمی","پتروشیمی ایلام",نقدی,"316,487","696,271,510","314,918","327,999","263,764","2,200","4,928","2,200",تن,1401/11/11,"پتروشیمی ایلام",آگاه,ریال
"پلی اتیلن سبک خطی 0209AA",TABC-LLD0209AAPP-00,"تالار پتروشیمی","پتروشیمی تبریز",نقدی,"304,687","40,218,640","303,559","306,309","286,687",132,308,132,تن,1401/11/11,"پتروشیمی تبریز","آرمون بورس",ریال
"پلی اتیلن سنگین دورانی 3840UA",TABC-MD3840UAPP-00,"تالار پتروشیمی","پتروشیمی تبریز",نقدی,"306,000","272,646,000","306,000","306,000","306,000","1,408","1,067",891,تن,1401/11/11,"پتروشیمی تبریز","آرمون بورس",ریال
"پلی اتیلن سنگین بادی BL3",KEPE-HDBL3PP-00,"تالار پتروشیمی","پلیمر کرمانشاه","سلف (مچینگ)","248,198","95,308,032","248,198","248,198","248,198",0,384,384,تن,1401/11/11,"پلیمر کرمانشاه","بانک صنعت و معدن",ریال
"الکیل بنزن خطی",ICII-LABB-00,"تالار پتروشیمی","سرمایه گذاری صنایع شیمیائی ایران","نقدی (مچینگ)","411,305","164,522,000","411,305","411,305","411,305",0,400,400,تن,1401/11/11,"سرمایه گذاری صنایع شیمیایی ایران","بانک صنعت و معدن",ریال
"پلی اتیلن سبک فیلم 2102TX00",LPC-LD2102TX00RP-00,"تالار پتروشیمی","پتروشیمی لاله","نقدی (مچینگ)","281,169","43,300,026","281,169","281,169","281,169",0,154,154,تن,1401/11/11,"پتروشیمی لاله",مفید,ریال
"پلی اتیلن سنگین تزریقی 62N07UV",LOR-HD62N07UVPP-00,"تالار پتروشیمی","پتروشیمی لرستان","نقدی (مچینگ)","255,570","49,069,440","255,570","255,570","255,570",0,192,192,تن,1401/11/11,"پتروشیمی لرستان","سهم آشنا",ریال
"پلی اتیلن سنگین دورانی 3840UA",TABC-MD3840UAPP-00,"تالار پتروشیمی","پتروشیمی تبریز","نقدی (مچینگ)","306,000","84,150,000","306,000","306,000","306,000",0,275,275,تن,1401/11/11,"پتروشیمی تبریز","آرمون بورس",ریال
"استایرن بوتادین رابر روشن 1502",IPC-LSBR1502RWP-00,"تالار پتروشیمی","پتروشیمی بندرامام","نقدی (مچینگ)","418,413","4,217,603.04","418,413","418,413","418,413",0,10.08,10.08,تن,1401/11/11,"پتروشیمی بندر امام",شهر,ریال
"پلی اتیلن سنگین اکستروژن 7700M",ILPE-HDPE7700MWP-00,"تالار پتروشیمی","پتروشیمی ایلام","نقدی (مچینگ)","323,910","85,512,240","323,910","323,910","323,910",0,264,264,تن,1401/11/11,"پتروشیمی ایلام",آگاه,ریال
"استایرن بوتادین رابر تیره 1712",TJPC-DSBR1712RWP-00,"تالار پتروشیمی","پتروشیمی تخت جمشید","نقدی (مچینگ)","412,817","8,322,390.72","412,817","412,817","412,817",0,20.16,20.16,تن,1401/11/11,"صنایع پتروشیمی تخت جمشید",مفید,ریال
"پلی اتیلن سبک فیلم 2420E02",KRD-LD2420E02PP-00,"تالار پتروشیمی","پتروشیمی کردستان","نقدی (مچینگ)","281,169","20,244,168","281,169","281,169","281,169",0,72,72,تن,1401/11/11,"پتروشیمی کردستان","سهم آشنا",ریال
"پلی اتیلن سنگین تزریقی 52B18UV",MDC-HD52B18UVPP-00,"تالار پتروشیمی","پتروشیمی میاندوآب","نقدی (مچینگ)","255,570","30,668,400","255,570","255,570","255,570",0,120,120,تن,1401/11/11,"پتروشیمی میاندوآب","سهم آشنا",ریال
"الکیل بنزن خطی",BISP-LABB-00,"تالار پتروشیمی","پتروشیمی بیستون","نقدی (مچینگ)","411,305","473,000,750","411,305","411,305","411,305",0,"1,150","1,150",تن,1401/11/11,"پتروشیمی بیستون","بانک ملت",ریال
"پلی اتیلن سنگین اکستروژن 7700M",ILPE-HDPE7700MWP-00,"تالار پتروشیمی","پتروشیمی ایلام","نقدی (مچینگ)","323,910","35,630,100","323,910","323,910","323,910",0,110,110,تن,1401/11/12,"پتروشیمی ایلام",آگاه,ریال
"سیمان تیپ 325-1/کیسه50",GHCO-CEMENT325-50L-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","5,937","593,700","5,937","5,937","5,937",0,100,100,تن,1401/11/12,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",ZATC-CEMENT2-50L-00,"تالار سیمان","سیمان زاوه تربت","نقدی (مچینگ)","6,057","1,211,400","6,057","6,057","6,057",0,200,200,تن,1401/11/12,"سیمان زاوه تربت","مبین سرمایه",ریال
"سیمان تیپ2",ZATC-CEMENT2B-00,"تالار سیمان","سیمان زاوه تربت","نقدی (مچینگ)","4,657","2,375,070","4,657","4,657","4,657",0,510,510,تن,1401/11/12,"سیمان زاوه تربت","مبین سرمایه",ریال
"الکیل بنزن خطی",ICII-LABB-00,"تالار پتروشیمی","سرمایه گذاری صنایع شیمیائی ایران","نقدی (مچینگ)","411,305","123,391,500","411,305","411,305","411,305",0,300,300,تن,1401/11/12,"سرمایه گذاری صنایع شیمیایی ایران","بانک صنعت و معدن",ریال
"سیمان تیپ2",CICE-CEMENT2B-00,"تالار سیمان","سیمان کیاسر","نقدی (مچینگ)","5,866","3,812,900","5,866","5,866","5,866",0,650,650,تن,1401/11/12,"صنایع سیمان کیاسر","بانک سپه",ریال
"سیمان تیپ 325-1/کیسه50",GAC-CEMENT325-50L-00,"تالار سیمان","مجتمع سیمان غرب آسیا","نقدی (مچینگ)","5,937","474,960","5,937","5,937","5,937",0,80,80,تن,1401/11/12,"مجتمع سیمان غرب آسیا",حافظ,ریال
"سیمان تیپ2",DCC-CEMENT2B-00,"تالار سیمان","سیمان داراب","نقدی (مچینگ)","6,492","1,298,400","6,492","6,492","6,492",0,200,200,تن,1401/11/12,"سیمان داراب","بورس بیمه ایران",ریال
"سیمان تیپ 5/کیسه50",SGHC-CEMENT5-50L-00,"تالار سیمان","صنایع سیمان سامان غرب","نقدی (مچینگ)","6,435","643,500","6,435","6,435","6,435",0,100,100,تن,1401/11/12,"صنایع سیمان سامان غرب",ساوآفرین,ریال
"سیمان تیپ 2/کیسه50",GHCO-CEMENT2-50L-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","6,057","605,700","6,057","6,057","6,057",0,100,100,تن,1401/11/12,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان پرتلند آهکی/کیسه50",UCC-CEMENTPOLI-50L-00,"تالار سیمان","سیمان ارومیه","نقدی (مچینگ)","6,057","1,211,400","6,057","6,057","6,057",0,200,200,تن,1401/11/12,"سیمان ارومیه","صبا تأمین",ریال
"سولفات سدیم",MAI-SOSULJ-00,"تالار پتروشیمی","معدنی املاح ایران","سلف (مچینگ)","38,841","3,884,100","38,841","38,841","38,841",0,100,100,تن,1401/11/12,"معدنی املاح ایران","صبا تأمین",ریال
"سیمان تیپ2",SCC-CEMENT2B-00,"تالار سیمان","سیمان صوفیان","نقدی (مچینگ)","6,584","329,200","6,584","6,584","6,584",0,50,50,تن,1401/11/12,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"سیمان تیپ2",GHCO-CEMENT2B-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","4,657","698,550","4,657","4,657","4,657",0,150,150,تن,1401/11/12,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 2/کیسه25",SCC-CEMENT2-25L-00,"تالار سیمان","سیمان صوفیان","نقدی (مچینگ)","7,396","443,760","7,396","7,396","7,396",0,60,60,تن,1401/11/12,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"استایرن بوتادین رابر تیره 1712",TJPC-DSBR1712RWP-00,"تالار پتروشیمی","پتروشیمی تخت جمشید","نقدی (مچینگ)","412,817","108,191,079.36","412,817","412,817","412,817",0,262.08,262.08,تن,1401/11/12,"صنایع پتروشیمی تخت جمشید",مفید,ریال
"سیمان تیپ 2/کیسه50",GAC-CEMENT2-50L-00,"تالار سیمان","مجتمع سیمان غرب آسیا","نقدی (مچینگ)","6,057","10,296,900","6,057","6,057","6,057",0,"1,700","1,700",تن,1401/11/12,"مجتمع سیمان غرب آسیا",حافظ,ریال
"متیلن دی فنیل دی ایزوسیانات خالص",KPC-OAPMDIB-00,"تالار حراج باز","پتروشیمی کارون",سلف,"852,645","122,780,916","852,645","852,646","550,451",144,396,144,تن,1401/11/12,"پتروشیمی کارون","سهم آشنا",ریال
"تولوئن دی ایزو سیانات (TDI)",KPC-OATDIB-00,"تالار حراج باز","پتروشیمی کارون",سلف,"709,527","212,858,220","709,501","709,600","704,825",300,340,300,تن,1401/11/12,"پتروشیمی کارون","سهم آشنا",ریال
"دی اتیل هگزانول",SHPC-OAEHB-00,"تالار حراج باز","پتروشیمی شازند",نقدی,"388,880","427,768,000","388,880","388,880","388,880","1,100","1,100","1,100",تن,1401/11/12,"راما فیدار راد شیمی","بانک ملی",ریال
"دی اتیل هگزانول",LGCL-OAEHB-000,"تالار حراج باز","LUXI GROUP CO.LTD",سلف,"388,880","108,886,400","388,880","388,880","388,880",280,280,280,تن,1401/11/12,"راما فیدار راد شیمی","بانک ملی",ریال
"وکیوم باتوم",IKRC-OAVBB-00,"تالار حراج باز","پالایش نفت امام خمینی (ره) شازند",نقدی,"112,296","1,122,960,000","112,200","112,300","67,700","10,000","24,100","10,000",تن,1401/11/12,"پالایش نفت امام خمینی شازند",باهنر,ریال
"منومر وینیل استات",SHPC-OAVAMB-00,"تالار حراج باز","پتروشیمی شازند",سلف,"296,065","162,835,750","296,065","296,065","296,065",550,550,550,تن,1401/11/12,"پتروشیمی شازند","بانک ملی",ریال
"استایرن منومر",PPCO-OASTYB-00,"تالار حراج باز","پتروشیمی پارس",نقدی,"301,280","1,033,992,960","301,280","301,280","301,280","3,432","3,432","3,432",تن,1401/11/12,"پتروشیمی پارس","بانک مسکن",ریال
